codigo,pergunta,Ano
W00202,"Altura - 2ª medição (em cm)
 (3 inteiros e 1 casa decimal)",2019
W00203,"Altura - Final (em cm)
 (3 inteiros e 1 casa decimal)",2019
Y001,Que idade tinha quando teve relações sexuais pela primeira vez?,2019
Y00101,Idade do morador quando teve relações sexuais pela primeira vez,2019
Y002,Nos últimos doze meses teve relações sexuais?,2019
Y003,"Nos últimos doze meses nas relações sexuais que teve, com que frequência usou camisinha:",2019
Y004,"Nos últimos doze meses na última relação sexual que teve, foi usada camisinha masculina ou feminina?",2019
Y005,Qual o principal motivo por não ter usado camisinha?,2019
Y006,"Nos últimos doze meses, alguma vez procurou algum serviço público (posto, centro de saúde, hospital público, hospital conveniado do SUS, agente comunitário de saúde) para obter camisinha masculina ou feminina?",2019
Y007,Por que não procurou algum serviço público saúde para obter camisinha masculina ou feminina?,2019
Y008,Qual é a sua orientação sexual?,2019
Z001,Você já teve/tem filho(s) biológico(s)?,2019
Z00101,Quantos homens,2019
Z00102,Quantas mulheres,2019
Z002,Quantos anos você tinha quando seu primeiro filho nasceu?,2019
Z003,Qual a idade do seu filho mais novo ou único nascido vivo?,2019
Z004,"Atualmente, alguma mulher está grávida de você?",2019
Z005,"Na gravidez atual ou na do de seu último filho nascido vivo, você desejava ter filho naquele momento?",2019
Z006,Na gravidez atual ou na do seu último filho nascido vivo foi feito pré-natal?,2019
Z007,A maioria das consultas na gravidez atual ou na do seu último filho nascido vivo foi feita pelo SUS?,2019
Z008,Você acompanha ou acompanhou o pré-natal da gravidez atual ou da gravidez do seu último filho?,2019
Z009,Algum profissional de saúde responsável pelo pré-natal fez solicitação de exame para você?,2019
Z010,Você realizou os exames solicitados?,2019
Z011,"Durante o pré-natal da gravidez atual ou da gravidez do último filho, você foi incentivado a participar de palestras, rodas de conversas, cursos, etc. sobre os cuidados com o bebê?",2019
Z012,"Você foi informado por algum profissional de saúde, que realizou o pré-natal, sobre a possibilidade de participar do momento do parto?",2019
Z013,Tem filhos (as) adotivos (as)?,2019
Z01401,Quantos homens,2019
Z01402,Quantas mulheres,2019
A001,Este domicílio é do tipo:,2013
A002,Qual o material que predomina na construção das paredes externas deste domicílio?,2013
A003,Qual o material que predomina na cobertura (telhado) do domicílio?,2013
A004,Qual o material que predomina no piso do domicílio?,2013
A005,Qual é a principal forma de abastecimento de água deste domicílio?,2013
A006,Com que frequência a água proveniente da rede geral está habitualmente disponível para este domicílio?,2013
A007,Este domicílio tem água canalizada para pelo menos um cômodo?,2013
A008,"Além da principal, que outra forma de abastecimento de água é utilizada neste domicílio?",2013
A009,A água utilizada para beber neste domicílio é:,2013
A010,"Qual o número de cômodos no seu domicílio, incluindo banheiro(s) e cozinha(s)?",2013
A011,Quantos cômodos estão servindo permanentemente de dormitório para os moradores deste domicílio?,2013
A012,O seu domicílio tem cozinha?,2013
A013,O fogão deste domicílio utiliza predominantemente:,2013
A014,Quantos banheiros ou sanitários existem neste domicílio? (0=Nenhum),2013
A015,De que forma é feito o escoadouro dos banheiros ou sanitários?,2013
A016,Qual o destino dado ao lixo:,2013
A017,Qual a origem da energia elétrica utilizada neste domicílio?,2013
A01801,Neste domicílio existe televisão a cores?,2013
A01802,"Se sim, especifique a quantidade (A01801)",2013
A01803,Neste domicílio existe geladeira?,2013
A01804,"Se sim, especifique a quantidade (A01803)",2013
A01805,Neste domicílio existe Video/DVD?,2013
A01806,"Se sim, especifique a quantidade (A01805)",2013
A01807,Neste domicílio existe máquina de lavar roupa?,2013
A01808,"Se sim, especifique a quantidade (A01807)",2013
A01809,Neste domicílio existe linha de telefone fixo?,2013
A01810,"Se sim, especifique a quantidade (A01809)",2013
A01811,Neste domicílio existe telefone celular?,2013
A01812,"Se sim, especifique a quantidade (A01811)",2013
A01813,Neste domicílio existe forno micro-ondas?,2013
A01814,"Se sim, especifique a quantidade (A01813)",2013
A01815,Neste domicílio existe computador?,2013
A01816,"Se sim, especifique a quantidade (A01815)",2013
A01817,Neste domicílio existe motocicleta?,2013
A01818,"Se sim, especifique a quantidade (A01817)",2013
A019,Os moradores têm acesso a internet no domicílio?,2013
A020,Quantos carros tem este domicílio? (0 = Nenhum),2013
A021,"Em seu domicílio, trabalha algum(a) empregado(a) doméstico(a) mensalista?",2013
A022,"Em seu domicílio, há algum cachorro, gato, ave ou peixe?",2013
A02301,Quantos gatos há no seu domicilio? (0 = Nenhum),2013
A02302,Quantos cachorros há no seu domicilio? (0 = Nenhum),2013
A02303,Quantos aves há no seu domicilio? (0 = Nenhum),2013
A02304,Quantos peixes há no seu domicilio? (0 = Nenhum),2013
A024,"Nos últimos 12 meses, os gatos e/ou cachorros foram vacinados contra raiva?",2013
B001,O seu domicílio está cadastrado na unidade de saúde da família?,2013
B002,Quando o seu domicílio foi cadastrado?,2013
B003,"Nos últimos 12 meses, com que frequência o seu domicílio recebeu uma visita de algum Agente Comunitário ou algum membro da Equipe de Saúde da Família?",2013
B004,"Nos últimos 12 meses, com que frequência o seu domicílio recebeu uma visita de algum agente de endemias (como a dengue, por ex.)",2013
C001,Número de pessoas no domicílio,2013
C00301,Número de ordem do morador,2013
C004,Condição no domicílio:,2013
C006,Sexo,2013
C00701,Dia de nascimento,2013
C00702,Mês de nascimento,2013
C00703,Ano de nascimento,2013
C008,Idade do morador na data de referência,2013
C009,Cor ou raça,2013
C010,_______ vive com cônjuge ou companheiro(a)?,2013
C011,Qual é o estado civil de ___?,2013
C012,O informante desta parte foi:,2013
D001,Sabe ler e escrever?,2013
D002,______ frequenta escola?,2013
D003,Qual é o curso que _____ frequenta?,2013
D004,A duração deste curso que _____ frequenta é de:,2013
D005,Este curso que _____ frequenta é seriado?,2013
D006,Qual é a série / ano que frequenta?,2013
D007,_____ já concluiu algum outro curso superior de graduação?,2013
D008,Anteriormente _____ frequentou escola?,2013
D009,Qual foi o curso mais elevado que _____ frequentou anteriormente?,2013
D010,A duração deste curso que _____ frequentou anteriormente era de:,2013
D011,Este curso que _____ frequentou anteriormente era seriado?,2013
D012,"_____ concluiu, com aprovação, pelo menos a primeira série deste curso que _____ frequentou anteriormente?",2013
D013,"Qual foi a última série / ano que _____ concluiu, com aprovação, neste curso que frequentou anteriormente?",2013
D014,____ concluiu este curso que frequentou anteriormente?,2013
D015,O informante desta parte foi:,2013
E001,"Na semana de 21 a 27 de julho de 2013 (semana de referência), ________________ trabalhou ou estagiou, durante pelo menos uma hora, em alguma atividade remunerada em dinheiro?",2013
E002,"Na semana de 21 a 27 de julho de 2013 (semana de referência), ________________ trabalhou ou estagiou, durante pelo menos uma hora, em alguma atividade remunerada em produtos, mercadorias, moradia, etc.?",2013
E003,"Apesar do que acaba de dizer, na semana de 21 a 27 de julho de 2013 (semana de referência), ________________ fez algum bico ou trabalhou em alguma atividade ocasional remunerada durante pelo menos 1 hora?",2013
E004,"Na semana de 21 a 27 de julho de 2013 (semana de referência), ________________ ajudou durante pelo menos 1 hora, sem receber pagamento, no trabalho remunerado de algum morador do domicílio?",2013
E005,"Na semana de 21 a 27 de julho de 2013 (semana de referência), ________________ tinha algum trabalho remunerado do qual estava temporariamente afastado?",2013
E006,"Na semana de 21 a 27 de julho de 2013 (semana de referência), porque motivo ________________ estava afastado desse trabalho?",2013
E007,"Durante o tempo de afastamento, ________________ continuou a receber ao menos uma parte do pagamento?",2013
E008,A doença ou acidente foi relacionado ao trabalho?,2013
E01001,"Em 27 de julho de 2013 (último dia da semana de referência), fazia quantos dias que ________________ estava afastado desse trabalho?",2013
E01002,"Em 27 de julho de 2013 (último dia da semana de referência), fazia quantos meses que ________________ estava afastado desse trabalho?",2013
E01003,"Em 27 de julho de 2013 (último dia da semana de referência), fazia quantos anos que ________________ estava afastado desse trabalho?",2013
E011,Quantos trabalhos ________________ tinha na semana de 21 a 27 de julho de 2013 (semana de referência)?,2013
E01201,Qual era a ocupação (cargo ou função) que ________________ tinha nesse trabalho? - Código,2013
E014,Nesse trabalho era:,2013
E01501,Qual era a principal atividade desse negócio/empresa? - Código,2013
E01601,Recebia valor em dinheiro por esse trabalho principal?,2013
E01602,Qual era o rendimento bruto mensal ou retirada que ________________ fazia normalmente nesse trabalho? - Valor em dinheiro (R$),2013
E01603,Recebia em produtos ou mercadorias por esse trabalho principal?,2013
E01604,Qual era o rendimento bruto mensal ou retirada que ________________ fazia normalmente nesse trabalho? - Valor estimado dos produtos ou mercadorias (R$),2013
E01605,Recebia somente em benefícios por esse trabalho principal?,2013
E017,"Quantas horas ________________ trabalhava normalmente, por semana, nesse trabalho",2013
E01801,Recebia valor em dinheiro por esse(s) outro(s) trabalho(s)?,2013
E01802,Qual era o rendimento bruto mensal ou retirada que ________________ fazia normalmente nesse(s) outro(s) trabalho(s)? - Valor em dinheiro (R$),2013
E01803,Recebia valor em produtos ou mercadorias por esse(s) outro(s) trabalho(s)?,2013
E01804,Qual era o rendimento bruto mensal ou retirada que ________________ fazia normalmente nesse(s) outro(s) trabalho(s)? - Valor estimado dos produtos ou mercadorias (R$),2013
E01805,Recebia somente em benefícios por esse(s) outro(s) trabalho(s)?,2013
E019,"Quantas horas ________________ trabalhava normalmente, por semana, nesse(s) outro(s) trabalho(s)?",2013
E020,"No período de 28 de junho a 27 de julho de 2013 (período de referência de 30 dias), ________________ tomou alguma providência para conseguir outro trabalho, seja um emprego ou um negócio próprio?",2013
E021,Qual foi o principal motivo que levou ________________ a procurar outro trabalho no período de 28 de junho a 27 de julho de 2013 (período de referência de 30 dias)?,2013
E022,"No período de 28 de junho a 27 de julho de 2013 (período de referência de 30 dias), ________________ tomou alguma providência para conseguir trabalho, seja um emprego ou um negócio próprio?",2013
E023,"No período de 28 de junho a 27 de julho de 2013 (período de referência de 30 dias), qual foi a principal providência que ________________ tomou para conseguir trabalho?",2013
E024,Qual foi o principal motivo de ________________ não ter tomado providência para conseguir trabalho no período de 28 de junho a 27 de julho de 2013 (período de referência de 30 dias)?,2013
E025,"Até o dia 27 de julho de 2013 (último dia da semana de referência), fazia quanto tempo que ________________ estava sem qualquer trabalho e tentando conseguir trabalho?",2013
E02501,Número de meses na condição 2 da variável E025: De 1 mês a menos de 1 ano,2013
E02502,Número de meses na condição 3 da variável E025: De 1 ano a menos de 2 anos,2013
E026,Se tivesse conseguido um trabalho ________________ poderia ter começado a trabalhar na semana de 21 a 27 de julho de 2013 (semana de referência)?,2013
E027,O informante desta parte foi:,2013
F001,"________________, no período de referência de 28 de junho a 27 de julho de 2013, recebeu alguma aposentadoria ou pensão de instituto de previdência federal (INSS), estadual, municipal ou do governo federal, estadual, municipal?",2013
F00102,Valor recebido em reais (F001),2013
F007,"________________, no período de referência de 28 de junho a 27 de julho de 2013, recebeu pensão alimentícia ou doação em dinheiro de pessoa que não morava no domicílio?",2013
F00702,Valor recebido em reais (F007),2013
F008,"________________, no período de referência de 28 de junho a 27 de julho de 2013, recebeu algum aluguel ou arrendamento?",2013
F00802,Valor recebido em reais (F008),2013
G001,_______tem deficiência intelectual?,2013
G002,_________nasceu com a deficiência intelectual ou a deficiência foi adquirida por doença ou acidente?,2013
G00201,Com que idade?,2013
G003,A deficiência intelectual está associada a alguma dessas síndromes ou transtornos de desenvolvimento?,2013
G004,"Em geral, em que grau a deficiência intelectual limita as atividades habituais (como ir à escola, brincar, trabalhar, etc.) de _______________?",2013
G005,_________frequenta algum serviço de reabilitação devido à deficiência intelectual?,2013
G006,_________tem alguma deficiência física?,2013
G007,_________nasceu com a deficiência física ou a deficiência foi adquirida por doença ou acidente?,2013
G00701,Com que idade?,2013
G008,Qual deficiência física?,2013
G009,"Em geral, em que grau a deficiência física limita as atividades habituais de __________ ?",2013
G010,_________frequenta algum serviço de reabilitação devido à deficiência física?,2013
G014,_________tem deficiência auditiva ?,2013
G015,_________nasceu com a deficiência auditiva ou a deficiência foi adquirida?,2013
G01501,Com que idade?,2013
G016,Qual deficiência auditiva?,2013
G017,"Em geral, em que grau a deficiência auditiva limita as atividades habituais de __________?",2013
G018,_________frequenta algum serviço de reabilitação devido à deficiência auditiva?,2013
G021,_________tem deficiência visual ?,2013
G022,_________nasceu com a deficiência visual ou a deficiência foi adquirida por doença ou acidente?,2013
G02201,Com que idade?,2013
G023,Qual deficiência visual?,2013
G024,_____ usa algum recurso para auxiliar a locomoção?,2013
G02501,_____ faz uso de bengala articulada?,2013
G02502,_____ faz uso de cão guia?,2013
G02503,_____ faz usao de algum outro recurso que não bengala articulada ou cão guia para auxiliar a locomoção?,2013
G026,"Em geral, em que grau a deficiência visual limita as atividades habituais de __________?",2013
G027,_________frequenta algum serviço de reabilitação devido à deficiência visual?,2013
G032,O informante desta parte foi:,2013
I001,"_____ tem algum plano de saúde, médico ou odontológico, particular, de empresa ou órgão público?",2013
I002,"_____ tem quantos planos de saúde (médico ou odontológico) particular, de empresa ou órgão público?",2013
I003,_____ tem algum plano de saúde apenas para assistência odontológica?,2013
I004,"O plano de saúde (único ou principal) que _____ possui é de instituição de assistência de servidor público (municipal, estadual ou militar)?",2013
I005,Há quanto tempo sem interrupção _____ possui esse plano de saúde?,2013
I006,_____ considera este plano de saúde:,2013
I007,Quem é o titular do plano de saúde?,2013
I00701,Número do morador no domicílio titular do plano de saúde,2013
I008,_____ (nome do titular) tem alguém que não mora neste domicílio como dependente ou agregado neste plano de saúde?,2013
I009,Quantas pessoas que não moram neste domicílio ______ (nome do titular) tem como dependentes ou agregados no plano de saúde?,2013
I010,Quem paga a mensalidade deste plano de saúde?,2013
I011,Qual é o valor da mensalidade deste plano de saúde?,2013
J001,"De um modo geral, como é o estado de saúde de________",2013
J002,"Nas duas últimas semanas, _____ deixou de realizar quaisquer de suas atividades habituais (trabalhar, ir à escola, brincar, afazeres domésticos etc.) por motivo de saúde?",2013
J003,"Nas duas últimas semanas, quantos dias _____ deixou de realizar suas atividades habituais, por motivo de saúde?",2013
J004,Qual foi o principal motivo de saúde que impediu _____ de realizar suas atividade habituais nas duas últimas semanas?,2013
J005,Nas duas últimas semanas___ esteve acamado (a),2013
J006,"Nas duas últimas semanas, quantos dias _____ esteve acamado (a)",2013
J007,"Algum médico já deu o diagnóstico de alguma doença crônica, física ou mental, ou doença de longa duração (de mais de 6 meses de duração) a ___",2013
J008,"Alguma dessas doenças limita de alguma forma suas atividades habituais (trabalhar, ir à escola, brincar, afazeres domésticos, etc.)",2013
J009,"___ costuma procurar o mesmo lugar, mesmo médico ou mesmo serviço de saúde quando precisa de atendimento de saúde",2013
J010,Quando está doente ou precisando de atendimento de saúde___ costuma procurar,2013
J011,Quando ____ consultou um médico pela última vez,2013
J012,Quantas vezes ___ consultou um médico nos últimos 12 meses,2013
J013,Quando ___ consultou um dentista pela última vez,2013
J014,"Nas duas últimas semanas, ___ procurou algum lugar, serviço ou profissional de saúde para atendimento relacionado à própria saúde",2013
J015,Qual foi o motivo principal pelo qual ___ procurou atendimento relacionado à própria saúde nas duas últimas semanas,2013
J016,Onde ___ procurou o primeiro atendimento de saúde por este motivo nas duas últimas semanas,2013
J017,"Nessa primeira vez que procurou atendimento de saúde, nas duas últimas semanas, _______ foi atendido(a)?",2013
J018,Por que motivo ___ não foi atendido(a) na primeira vez que procurou atendimento de saúde nas duas últimas semanas,2013
J019,"Nas duas últimas semanas, quantas vezes ___ voltou a procurar atendimento de saúde por este mesmo motivo",2013
J020,Onde ___ procurou o último atendimento de saúde por este motivo nas duas últimas semanas,2013
J021,"Nessa última vez que procurou atendimento de saúde por este motivo, nas duas últimas semanas, ___ foi atendido (a)?",2013
J022,Por que motivo ___ não foi atendido (a) nessa última vez que procurou atendimento de saúde nas duas últimas semanas,2013
J023,Este serviço de saúde onde___ foi atendido era:,2013
J024,Este atendimento de saúde de ___ foi coberto por algum plano de saúde,2013
J025,___ pagou algum valor por este atendimento de saúde recebido nas duas últimas semanas,2013
J026,O atendimento de ___ foi feito pelo SUS,2013
J027,Qual foi o principal atendimento de saúde que ___ recebeu?,2013
J029,"No último atendimento de _____, foi receitado algum medicamento?",2013
J030,_____ conseguiu obter os medicamentos receitados?,2013
J031,Qual o principal motivo de ___ não ter conseguido obter todos os medicamentos receitados,2013
J032,Algum dos medicamentos foi coberto por plano de saúde,2013
J033,Algum dos medicamentos foi obtido no programa farmácia popular (PFP)?,2013
J034,Algum dos medicamentos foi obtido em serviço público de saúde,2013
J035,___ pagou algum valor pelos medicamentos,2013
J036,"Nas duas últimas semanas, por que motivo ___ não procurou serviço de saúde",2013
J037,"Nos últimos 12 meses, ___ ficou internado(a) em hospital por 24 horas ou mais",2013
J038,"Nos últimos 12 meses, quantas vezes ___ esteve internado(a)",2013
J039,Qual foi o principal atendimento de saúde que ___recebeu quando esteve internado(a) (pela última vez) nos doze últimos meses,2013
J04001,Quanto tempo em meses o morador ficou internado,2013
J04002,Quanto tempo em dias o morador ficou internado,2013
J041,O estabelecimento de saúde em que ___ esteve internado(a) pela última vez nos últimos 12 meses era,2013
J042,A última internação de ___ nos últimos 12 meses foi coberta por algum plano de saúde,2013
J043,____ pagou algum valor por esta última internação?,2013
J044,Esta última internação de ___ foi feita através do Sistema Único de Saúde (SUS),2013
J045,"Na última vez que _____ foi internado(a), como foi o atendimento recebido?",2013
J046,"Nos últimos 12 meses, ___ teve atendimento de urgência ou emergência no domicílio",2013
J047,Este atendimento foi coberto por algum plano de saúde,2013
J048,_____ pagou algum valor por este atendimento?,2013
J049,Este atendimento foi feito através do Sistema Único de Saúde (SUS),2013
J050,"Na última vez que _____ teve atendimento de urgência no domicílio, como foi o atendimento recebido?",2013
J051,"Neste atendimento, ___ foi transportado por ambulância para um serviço de saúde",2013
J052,O transporte foi feito por,2013
J053,"Nos últimos 12 meses, _____ utilizou alguma prática integrativa e complementar, isto é, tratamento como acupuntura, homeopatia, plantas medicinais e fitoterapia, etc.?",2013
J054,Qual tratamento _________ fez uso?,2013
J055,Este tratamento foi coberto por algum plano de saúde?,2013
J056,_____ pagou algum valor por este tratamento?,2013
J057,Este tratamento foi feito através do Sistema Único de Saúde (SUS)?,2013
J058,_____ já teve dengue?,2013
J059,O diagnóstico foi dado por médico?,2013
J060,O informante desta parte foi:,2013
K001,"Em geral, que grau de dificuldade _____ tem para comer sozinho(a) com um prato colocado à sua frente, incluindo segurar um garfo, cortar alimentos e beber em um copo?",2013
K002,_______ recebe alguma ajuda para comer?,2013
K003,Quem presta ajuda a __________ para comer?,2013
K004,"Em geral, que grau de dificuldade ___ tem para tomar banho sozinho(a) incluindo entrar e sair do chuveiro ou banheira",2013
K005,_____ recebe alguma ajuda para tomar banho?,2013
K006,Quem presta ajuda a _____ para tomar banho?,2013
K007,"Em geral, que grau de dificuldade ______ tem para ir ao banheiro sozinho(a) incluindo sentar e levantar do vaso sanitário?",2013
K008,______ recebe alguma ajuda para ir ao banheiro?,2013
K009,Quem presta ajuda a ______ para ir ao banheiro?,2013
K010,"Em geral, que grau de dificuldade _______ tem para se vestir sozinho(a), incluindo calçar meias e sapatos, fechar o zíper, e fechar e abrir botões?",2013
K011,_______ recebe alguma ajuda para se vestir?,2013
K012,Quem presta ajuda a _______ para se vestir?,2013
K013,"Em geral, que grau de dificuldade _______ tem para andar em casa sozinho(a) de um cômodo a outro da casa, em um mesmo andar, como do quarto para a sala e cozinha?",2013
K014,_______ recebe alguma ajuda para andar em casa?,2013
K015,Quem presta ajuda a _______para andar em casa?,2013
K016,"Em geral, que grau de dificuldade ___ tem para deitar-se ou levantar-se da cama sozinho(a)",2013
K017,_______ recebe alguma ajuda para deitar ou levantar da cama?,2013
K018,Quem presta ajuda a __________ para deitar ou levantar da cama?,2013
K019,"Em geral, que grau de dificuldade ___ tem para sentar-se ou levantar-se da cadeira sozinho",2013
K020,_______ recebe alguma ajuda para sentar ou levantar da cadeira?,2013
K021,Quem presta ajuda a _______ para sentar ou levantar da cadeira?,2013
K022,"Em geral, que grau de dificuldade _______ tem para fazer compras sozinho(a), por exemplo de alimentos, roupas ou medicamentos?",2013
K023,_______ recebe alguma ajuda para fazer compras?,2013
K024,Quem presta ajuda a _______ para fazer compras?,2013
K025,"Em geral, que grau de dificuldade ___ tem para administrar as finanças sozinho(a) (cuidar do seu próprio dinheiro)",2013
K026,_______ recebe alguma ajuda para administrar as finanças?,2013
K027,Quem presta ajuda a ______ para administrar as finanças?,2013
K028,"Em geral, que grau de dificuldade _______ tem para tomar os remédios sozinho(a)?",2013
K029,_______ recebe alguma ajuda para tomar os remédios?,2013
K030,Quem presta ajuda a _________ para tomar os remédios?,2013
K031,"Em geral, que grau de dificuldade ___ tem para ir ao médico sozinho(a)",2013
K032,_______ recebe alguma ajuda para ir ao médico?,2013
K033,Quem presta ajuda a ______ para ir ao médico?,2013
K034,"Em geral, que grau de dificuldade ___ tem para sair sozinho(a) utilizando um transporte como ônibus, metrô, táxi, carro, etc.",2013
K035,_______ recebe alguma ajuda para sair?,2013
K036,Quem presta ajuda a _________ para sair?,2013
K039,"_______ participa de atividades sociais organizadas (clubes, grupos comunitários ou religiosos, centros de convivência do idosos, etc.)?",2013
K040,Quando foi a última vez que _____ fez um exame de mamografia?,2013
K041,A última mamografia foi coberta por algum plano de saúde?,2013
K042,_____ pagou algum valor pela última mamografia?,2013
K043,A última mamografia foi feita através do Sistema Único de Saúde (SUS)?,2013
K044,Quando foi a última vez que _________ fez exame de vista por profissional de saúde?,2013
K045,Algum médico já deu a ___ diagnóstico de catarata em uma ou em ambas as vistas,2013
K046,Houve indicação para realização de cirurgia nos olhos para retirar a catarata,2013
K047,___ fez a cirurgia,2013
K048,Qual o principal motivo do(a) ___ não ter feito a cirurgia de catarata,2013
K049,A cirurgia de _____ foi coberta pelo plano de saúde?,2013
K050,___ pagou algum valor pela cirurgia,2013
K051,A cirurgia foi feita através do Sistema Único de Saúde (SUS),2013
K052,"Nos últimos 12 meses, _______ tomou vacina contra gripe?",2013
K053,Qual o principal motivo por não ter tomado a vacina contra gripe,2013
K054,"Nos últimos 12 meses, _______ teve alguma queda que o(a) levou a procurar o serviço de saúde?",2013
k055,"Na ocasião dessas quedas nos últimos 12 meses, _______ fraturou quadril ou fêmur?",2013
K056,Fez cirurgia por causa dessa fratura?,2013
K057,A cirurgia foi coberta pelo plano de saúde?,2013
K058,_______ pagou algum valor pela cirurgia?,2013
K059,A cirurgia foi feita através do Sistema Único de Saúde (SUS)?,2013
K06001,Quantas horas ______ esperou desde a hora que chegou ao hospital até a realização da cirurgia?,2013
K06002,Quantos dias ______ esperou desde a hora que chegou ao hospital até a realização da cirurgia?,2013
K06003,Quantos meses ______ esperou desde a hora que chegou ao hospital até a realização da cirurgia?,2013
K06101,Por quantos dias _______ ficou internado(a) por causa dessa cirurgia?,2013
K06102,Por quantos meses _______ ficou internado(a) por causa dessa cirurgia?,2013
K062,O informante desta parte foi:,2013
L00201,Com quantos dias de vida [nome] recebeu a primeira consulta médica depois da alta da maternidade?,2013
L00202,Com quantos meses de vida [nome] recebeu a primeira consulta médica depois da alta da maternidade?,2013
L00203,Com quantos anos de vida [nome] recebeu a primeira consulta médica depois da alta da maternidade?,2013
L003,Onde foi realizada a primeira consulta médica ou de enfermagem?,2013
L004,Onde é realizado o acompanhamento do crescimento e desenvolvimento de [nome]?,2013
L005,Foi realizado o teste do pezinho?,2013
L006,Quando foi realizado o teste do pezinho?,2013
L007,"Quando tempo depois da realização do exame, a sra recebeu o resultado do teste do pezinho?",2013
L008,Foi realizado o teste de orelhinha?,2013
L009,Quando foi realizado o teste da orelhinha?,2013
L010,"Quanto tempo depois da realização do exame, a sra recebeu o resultado do teste da orelhinha?",2013
L011,Foi realizado o teste do olhinho?,2013
L012,Quando foi realizado o teste do olhinho?,2013
L013,"Quanto tempo depois da realização do exame, a sra recebeu o resultado do teste do olhinho?",2013
L014,[Nome] já tomou alguma vacina?,2013
L015,A sra tem a caderneta ou cartão de [nome] no qual as vacinas são anotadas?,2013
L01613,Dia da 1ª dose da Vacina Tetravalente (DPT + Hib),2013
L01614,Mês da 1ª dose da Vacina Tetravalente (DPT + Hib),2013
L01615,Ano da 1ª dose da Vacina Tetravalente (DPT + Hib),2013
L01616,Dia da 2ª dose da Vacina Tetravalente (DPT + Hib),2013
L01617,Mês da 2ª dose da Vacina Tetravalente (DPT + Hib),2013
L01618,Ano da 2ª dose da Vacina Tetravalente (DPT + Hib),2013
L01619,Dia da 3ª dose da Vacina Tetravalente (DPT + Hib),2013
L01620,Mês da 3ª dose da Vacina Tetravalente (DPT + Hib),2013
L01621,Ano da 3ª dose da Vacina Tetravalente (DPT + Hib),2013
L01622,Dia da dose Reforço da Vacina Tetravalente (DPT + Hib),2013
L01623,Mês da dose Reforço da Vacina Tetravalente (DPT + Hib),2013
L01624,Ano da dose Reforço da Vacina Tetravalente (DPT + Hib),2013
L01701,Você pode me dizer se [nome] tomou leite de peito desde ontem de manhã até hoje de manhã?,2013
L01702,Você pode me dizer se [nome] tomou outro leite ou derivados de leite desde ontem de manhã até hoje de manhã?,2013
L01703,Você pode me dizer se [nome] tomou água desde ontem de manhã até hoje de manhã?,2013
L01704,Você pode me dizer se [nome] tomou chá desde ontem de manhã até hoje de manhã?,2013
L01705,Você pode me dizer se [nome] tomou mingau desde ontem de manhã até hoje de manhã?,2013
L01706,Você pode me dizer se [nome] comeu frutas ou tomou suco natural de frutas desde ontem de manhã até hoje de manhã?,2013
L01707,Você pode me dizer se [nome] tomou sucos artificiais desde ontem de manhã até hoje de manhã?,2013
L01708,Você pode me dizer se [nome] comeu verduras/legumes desde ontem de manhã até hoje de manhã?,2013
L01709,"Você pode me dizer se [nome] comeu feijão ou outras leguminosas (lentilha, ervilha, etc) desde ontem de manhã até hoje de manhã?",2013
L01710,Você pode me dizer se [nome] comeu carnes ou ovos desde ontem de manhã até hoje de manhã?,2013
L01711,"Você pode me dizer se [nome] comeu batata e outros tubérculos e raízes (batata doce, mandioca) desde ontem de manhã até hoje de manhã?",2013
L01712,"Você pode me dizer se [nome] comeu cereias e derivados (arroz, pão, cereal, macarrão, farinha, etc) desde ontem de manhã até hoje de manhã?",2013
L01713,Você pode me dizer se [nome] comeu biscoitos ou bolachas ou bolo desde ontem de manhã até hoje de manhã?,2013
L01714,"Você pode me dizer se [nome] comeu doces, balas, ou outros alimentos com açúcar desde ontem de manhã até hoje de manhã?",2013
L01715,Você pode me dizer se [nome] tomou refrigerantes desde ontem de manhã até hoje de manhã?,2013
L01716,Você pode me dizer se [nome] comeu ou bebeu outros alimentos desde ontem de manhã até hoje de manhã?,2013
L018,"Desde que [nome] nasceu, tomou ou comeu outro alimento que não leite de peito?",2013
L019,Alguma vez [nome] recebeu Sulfato Ferroso?,2013
L020,O informante desta parte foi:,2013
M001,Entrevista do adulto selecionado,2013
M002,Identificação da mãe do morador selecionado,2013
M003,O informante dessa parte foi?,2013
M005,"Em algum dos seus trabalhos, o(a) Sr(a) trabalha em horário noturno?",2013
M006,Com que frequência o(a) Sr(a) trabalha em horário noturno em algum dos seus trabalhos?,2013
M007,"Em algum dos seus trabalhos, o(a) Sr(a) trabalha(va) em regime de turnos ininterruptos, isto é, por 24 horas seguidas",2013
M008,Com que frequência o(a) Sr(a) trabalha(va) por 24 horas seguidas,2013
M009,O(a) Sr(a) normalmente trabalha(va) em ambientes,2013
M010,"Pensando em todos os seus trabalhos, durante os últimos 30 dias, alguém fumou em algum ambiente fechado onde o(a) Sr(a) trabalha?",2013
M01101,"Pensando em todos os seus trabalhos, o(a) Sr(a) está exposto(a) a manuseio de substâncias químicas que podem afetar a sua saúde?",2013
M01102,"Pensando em todos os seus trabalhos, o(a) Sr(a) está em exposição a ruído (barulho intenso) que pode afetar a sua saúde?",2013
M01103,"Pensando em todos os seus trabalhos, o(a) Sr(a) está em exposição longa ao sol que pode afetar a sua saúde?",2013
